Surveys - Paused On,Survey Tag,Region,Account Type,Clicks_sum,Deliveries_sum,Opens_sum,Time since response,Account logValue,Churn
0,SSS,Yorkshire & the Humber,Target,0,0,0,112,0,0
0,DTS,West Midlands,Target,0,0,0,199,0,0
0,ITS,North West,Target,0,0,0,1580,0,0
0,DTS,East Midlands,Target,0,0,0,1053,0,0
0,SSS,South East,Target,0,0,0,60,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,ITS,South East,Target,0,0,0,324,0,0
0,DTS,East of England,Target,0,0,0,565,0,0
1,ITS,East of England,Target,0,0,0,1580,0,0
0,SSS,Yorkshire & the Humber,Target,0,0,0,136,0,0
0,ITS,West Midlands,Target,0,0,0,47,0,0
0,ITS,North West,Target,0,0,0,1026,0,0
0,ITS,East of England,Target,0,0,0,73,0,0
1,ITS,South West,Target,0,0,0,1580,0,0
0,ITS,South East,Target,0,0,0,79,0,0
0,DTS,,Target,0,0,0,347,0,0
0,ITS,South West,Target,0,0,0,1580,0,0
0,FSS,London,Target,0,0,0,116,0,0
0,SSS,South East,Target,0,0,0,525,0,0
1,SSS,East of England,Target,0,0,0,1580,0,0
0,ITS,South East,Target,0,0,0,189,0,0
0,DTS,South East,Target,0,0,0,90,0,0
0,SSS,Scotland,Target,0,0,0,591,0,0
1,ITS,East Midlands,Member,0,0,0,1580,7.770455343,0
1,SSS,Scotland,Target,0,0,0,1580,0,0
1,SSS,East Midlands,Target,0,0,0,1580,0,0
0,SSS,West Midlands,Target,0,0,0,95,0,0
0,DTS,,Target,0,0,0,247,0,0
0,ITS,East Midlands,Target,0,0,0,1561,0,0
0,SSS,West Midlands,Target,0,0,0,691,0,0
0,ITS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
1,SSS,South West,Target,0,0,0,1580,0,0
0,SSS,Northern Ireland,Target,0,0,0,1580,0,0
0,ITS,East of England,Target,0,0,0,447,0,0
0,SSS,South West,Target,0,0,0,161,0,0
1,ITS,North West,Member,0,0,0,1580,10.77857382,0
0,DTS,West Midlands,Target,0,0,0,731,0,0
1,SSS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
1,DTS,South East,Target,0,0,0,1580,0,0
0,SSS,South East,Target,0,0,0,153,0,0
0,ITS,London,Target,0,0,0,34,0,0
0,DTS,East of England,Target,0,0,0,67,0,0
0,ITS,East Midlands,Target,0,0,0,1554,0,0
0,FSS,North West,Target,0,0,0,394,0,0
0,FSS,South West,Target,0,0,0,202,0,0
1,ITS,East of England,Member,0,0,0,1580,10.65465172,0
0,ITS,West Midlands,Target,0,0,0,905,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,SSS,South East,Target,0,0,0,418,0,0
0,SSS,South East,Target,0,0,0,571,0,0
0,SSS,North West,Target,0,0,0,1580,0,0
0,ITS,South West,Target,0,0,0,0,0,1
0,DTS,Wales,Target,0,0,0,15,0,0
1,DTS,East of England,Target,0,0,0,1580,0,0
1,ITS,London,Target,0,0,0,1580,0,0
1,DTS,West Midlands,Target,0,0,0,1580,0,0
0,FSS,East of England,Target,0,0,0,1580,0,0
1,ITS,Scotland,Target,0,0,0,1580,0,0
0,SSS,London,Target,0,0,0,1580,0,0
1,SSS,London,Member,0,0,0,1580,7.774981809,0
1,SSS,North West,Target,0,0,0,1580,0,0
0,DTS,London,Target,0,0,0,1580,0,0
1,SSS,South East,Target,0,0,0,1580,0,0
1,SSS,South East,Target,0,0,0,1580,0,0
0,SSS,Northern Ireland,Target,0,0,0,260,0,0
0,FSS,East Midlands,Target,0,0,0,1580,0,0
0,DTS,East Midlands,Target,0,0,0,85,0,0
1,DTS,Northern Ireland,Member,0,0,0,1580,8.954286157,0
1,SSS,North East,Target,0,0,0,1580,0,0
0,ITS,Thames Valley,Target,0,0,0,57,0,0
1,ITS,South West,Target,0,0,0,1580,0,0
0,DTS,South East,Target,0,0,0,75,0,0
0,ITS,,Target,0,0,0,339,0,0
0,ITS,,Target,0,0,0,80,0,0
1,DTS,Thames Valley,Target,0,0,0,1580,0,0
1,SSS,London,Member,0,0,0,1580,9.615872145,0
0,ITS,North West,Target,0,94,66,49,0,0
0,DTS,West Midlands,Target,0,0,0,1580,0,0
0,SSS,South East,Target,0,0,0,1148,0,0
1,DTS,North West,Target,0,0,0,1580,0,0
0,SSS,London,Target,0,0,0,1013,0,0
1,SSS,London,Member,0,0,0,1580,11.02273007,0
0,ITS,East of England,Target,0,0,0,157,0,0
1,ITS,Wales,Member,0,0,0,1580,8.320043844,0
1,SSS,London,Target,0,0,0,1580,0,0
0,SSS,East of England,Target,0,0,0,963,0,0
0,ITS,West Midlands,Target,0,0,0,1043,0,0
0,DTS,Northern Ireland,Target,0,0,0,40,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,FSS,London,Target,0,0,0,109,0,0
1,SSS,North East,Member,0,0,0,1580,8.055475142,0
1,DTS,London,Target,0,0,0,1580,0,0
0,SSS,Scotland,Target,0,0,0,11,0,0
0,DTS,South West,Target,0,0,0,1580,0,0
0,SSS,London,Target,0,0,0,1580,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,SSS,London,Target,0,0,0,254,0,0
0,ITS,South East,Target,0,0,0,152,0,0
0,DTS,Scotland,Target,0,0,0,1559,0,0
1,DTS,North West,Target,0,0,0,1580,0,0
0,ITS,North West,Target,0,0,0,69,0,0
1,ITS,South East,Target,0,0,0,1580,0,0
1,ITS,South West,Target,0,0,0,1580,0,0
1,SSS,Northern Ireland,Target,0,0,0,1580,0,0
1,ITS,North East,Target,0,0,0,1580,0,0
1,ITS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
0,FSS,South East,Member,0,0,0,1580,9.861880224,0
1,SSS,London,Member,0,0,0,1580,8.819150881,0
0,ITS,East Midlands,Target,0,0,0,279,0,0
0,ITS,South West,Target,0,0,0,20,0,0
0,SSS,Yorkshire & the Humber,Target,0,0,0,404,0,0
0,SSS,South East,Target,0,0,0,66,0,0
0,ITS,Northern Ireland,Target,0,0,0,1580,0,0
0,ITS,West Midlands,Target,0,0,0,299,0,0
1,SSS,Northern Ireland,Target,0,0,0,1580,0,0
0,DTS,Northern Ireland,Member,0,0,0,154,8.389587067,0
0,DTS,East Midlands,Target,0,0,0,1207,0,0
1,SSS,South East,Member,0,0,0,1580,9.558739768,0
0,DTS,West Midlands,Target,0,0,0,299,0,0
1,SSS,North West,Target,0,0,0,1580,0,0
0,SSS,North West,Target,0,0,0,63,0,0
1,ITS,North East,Member,0,0,0,1580,7.515426267,0
0,SSS,West Midlands,Target,0,0,0,382,0,0
0,ITS,,Target,0,0,0,0,0,0
1,SSS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
1,SSS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
0,SSS,London,Target,0,0,0,286,0,0
0,DTS,,Target,0,0,0,719,0,0
1,SSS,Northern Ireland,Target,0,0,0,1580,0,0
0,SSS,South East,Target,0,0,0,1580,0,0
0,ITS,East Midlands,Target,0,0,0,248,0,0
0,DTS,South East,Target,0,0,0,67,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,ITS,North West,Target,0,0,0,1148,0,0
0,SSS,South East,Target,0,0,0,266,0,0
0,SSS,South East,Target,0,0,0,1580,0,0
0,SSS,North West,Target,0,0,0,14,0,0
0,DTS,Wales,Target,0,0,0,1580,0,0
0,SSS,South East,Member,0,0,0,928,7.338277161,0
1,ITS,West Midlands,Target,0,0,0,1580,0,0
0,FSS,South West,Target,0,0,0,1580,0,0
0,FSS,West Midlands,Target,0,0,0,1580,0,0
0,SSS,Scotland,Target,0,0,0,1580,0,0
0,ITS,West Midlands,Target,0,0,0,1580,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,FSS,North West,Target,0,0,0,1580,0,0
0,SSS,South West,Target,0,0,0,377,0,0
0,ITS,West Midlands,Target,0,0,0,1580,0,0
0,ITS,West Midlands,Target,0,0,0,430,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,ITS,East of England,Target,0,0,0,956,0,0
0,FSS,East of England,Member,0,0,0,1580,9.43356392,0
1,SSS,South West,Member,0,0,0,1580,10.10322941,0
1,ITS,South West,Member,0,0,0,1580,9.033087547,0
1,ITS,Northern Ireland,Member,0,0,0,1580,7.496097345,0
0,DTS,East Midlands,Target,0,0,0,136,0,0
0,ITS,South East,Target,0,0,0,1328,0,0
0,SSS,East Midlands,Target,0,0,0,1278,0,0
0,ITS,Yorkshire & the Humber,Target,0,0,0,169,0,0
1,SSS,North East,Member,0,0,0,1580,7.338277161,0
0,ITS,Yorkshire & the Humber,Target,0,0,0,149,0,0
1,SSS,Scotland,Member,0,0,0,1580,8.154692741,0
0,DTS,West Midlands,Target,0,0,0,71,0,0
1,SSS,South East,Target,0,0,0,1580,0,0
1,ITS,Wales,Target,0,0,0,1580,0,0
1,DTS,West Midlands,Target,0,0,0,1580,0,0
0,ITS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
1,SSS,Northern Ireland,Target,0,0,0,1580,0,0
1,SSS,Thames Valley,Target,0,0,0,1580,0,0
1,ITS,London,Target,0,0,0,1580,0,0
0,SSS,Yorkshire & the Humber,Target,0,0,0,98,0,0
0,SSS,London,Target,0,0,0,61,0,0
0,FSS,London,Target,0,0,0,179,0,0
1,ITS,South East,Member,0,0,0,1580,11.45237992,0
0,DTS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
0,SSS,West Midlands,Target,0,0,0,771,0,0
0,ITS,North West,Target,0,0,0,1235,0,0
0,FSS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
0,FSS,Yorkshire & the Humber,Target,0,0,0,287,0,0
1,SSS,Wales,Target,0,0,0,1580,0,0
0,ITS,East of England,Target,0,0,0,1207,0,0
0,ITS,West Midlands,Target,0,0,0,690,0,0
1,ITS,East of England,Member,0,0,0,1580,9.646072769,0
0,FSS,Northern Ireland,Target,0,0,0,1580,0,0
0,DTS,London,Target,0,0,0,233,0,0
0,ITS,,Target,0,0,0,20,0,0
0,ITS,South East,Target,0,0,0,193,0,0
0,ITS,East Midlands,Target,0,0,0,1053,0,0
0,DTS,Scotland,Target,0,0,0,105,0,0
0,DTS,North West,Target,0,0,0,25,0,0
1,DTS,London,Member,0,0,0,1580,9.210440367,0
1,ITS,International,Target,0,0,0,1580,0,0
1,SSS,London,Member,0,0,0,1580,7.816904571,0
0,ITS,East Midlands,Target,0,0,0,994,0,0
0,FSS,Thames Valley,Target,0,0,0,1580,0,0
0,FSS,Wales,Target,0,0,0,197,0,0
0,ITS,East Midlands,Target,0,0,0,215,0,0
0,ITS,,Target,0,0,0,156,0,0
1,SSS,London,Target,0,0,0,1580,0,0
1,SSS,Thames Valley,Target,0,0,0,1580,0,0
0,ITS,South East,Target,0,0,0,506,0,0
0,SSS,South West,Target,0,0,0,56,0,0
0,ITS,Thames Valley,Target,0,0,0,217,0,0
0,ITS,Yorkshire & the Humber,Target,0,0,0,266,0,0
0,ITS,South West,Target,0,0,0,1580,0,0
0,DTS,West Midlands,Target,0,0,0,270,0,0
1,SSS,South East,Member,0,0,0,1580,6.597813964,0
0,FSS,North West,Target,0,0,0,216,0,0
0,SSS,South East,Target,0,0,0,1580,0,0
1,ITS,Wales,Member,0,0,0,1580,9.861880224,0
0,DTS,London,Target,0,0,0,1147,0,0
1,SSS,West Midlands,Target,0,0,0,1580,0,0
1,ITS,West Midlands,Target,0,0,0,1580,0,0
0,SSS,Scotland,Target,0,0,0,930,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,SSS,East of England,Target,0,0,0,1580,0,0
0,SSS,West Midlands,Member,32,281,103,989,7.637523643,0
0,SSS,Yorkshire & the Humber,Target,0,0,0,403,0,0
1,SSS,London,Member,0,0,0,1580,8.299427653,0
0,SSS,London,Target,0,0,0,56,0,0
1,ITS,South West,Target,0,0,0,1580,0,0
1,SSS,West Midlands,Target,0,0,0,1580,0,0
0,FSS,North West,Target,0,66,119,1580,0,0
0,DTS,East Midlands,Target,0,0,0,326,0,0
1,ITS,Scotland,Target,0,0,0,1580,0,0
1,ITS,West Midlands,Target,0,0,0,1580,0,0
0,DTS,London,Target,0,0,0,15,0,0
0,ITS,Wales,Member,0,0,0,474,9.698885417,0
0,FSS,North West,Target,0,0,0,104,0,0
0,ITS,North West,Target,0,0,0,202,0,0
0,ITS,East of England,Target,0,0,0,28,0,0
1,ITS,Thames Valley,Target,0,0,0,1580,0,0
0,FSS,London,Member,0,0,0,1580,9.327102887,0
0,ITS,Scotland,Target,0,0,0,54,0,0
0,SSS,West Midlands,Target,0,0,0,93,0,0
0,DTS,West Midlands,Target,0,0,0,345,0,0
1,ITS,Scotland,Target,0,0,0,1580,0,0
0,FSS,Northern Ireland,Member,0,0,0,598,10.5476936,0
0,DTS,Wales,Target,0,0,0,67,0,0
1,SSS,Northern Ireland,Target,0,0,0,1580,0,0
0,SSS,Wales,Target,0,0,0,56,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,FSS,North West,Target,0,0,0,570,0,0
0,SSS,London,Member,46,283,325,212,10.54033524,0
1,SSS,North East,Target,0,0,0,1580,0,0
1,SSS,Scotland,Target,0,0,0,1580,0,0
0,ITS,North West,Target,0,0,0,13,0,0
0,ITS,Wales,Target,0,0,0,81,0,0
0,SSS,London,Target,0,0,0,287,0,0
1,SSS,North East,Member,0,0,0,1580,9.61109574,0
0,SSS,Scotland,Target,0,92,3,57,0,0
1,ITS,South West,Target,0,0,0,1580,0,0
0,SSS,East of England,Target,0,0,0,139,0,0
0,ITS,West Midlands,Target,0,0,0,0,0,1
0,SSS,North West,Target,0,0,0,1117,0,0
0,SSS,East of England,Member,0,0,0,1580,7.757521519,0
0,SSS,South East,Target,0,0,0,39,0,0
1,ITS,London,Member,0,0,0,1580,9.592541118,0
0,SSS,West Midlands,Target,0,0,0,127,0,0
1,ITS,South West,Member,0,0,0,1580,11.17449044,0
0,FSS,Yorkshire & the Humber,Target,0,66,36,1580,0,0
0,SSS,Northern Ireland,Target,0,0,0,69,0,0
1,SSS,North West,Target,0,0,0,1580,0,0
0,ITS,Scotland,Target,0,49,0,1580,0,0
1,SSS,East of England,Target,0,0,0,1580,0,0
1,SSS,Wales,Target,0,0,0,1580,0,0
1,ITS,North West,Member,0,0,0,1580,9.648659817,0
0,SSS,South West,Target,0,0,0,1565,0,0
0,FSS,South East,Target,0,0,0,1580,0,0
0,DTS,West Midlands,Target,0,0,0,1580,0,0
0,SSS,Yorkshire & the Humber,Target,0,0,0,13,0,0
0,DTS,West Midlands,Target,2,53,17,83,0,0
0,SSS,North West,Member,0,0,0,1580,7.598098532,0
0,SSS,Yorkshire & the Humber,Target,0,0,0,205,0,0
1,SSS,West Midlands,Target,0,0,0,1580,0,0
0,SSS,West Midlands,Target,0,0,0,56,0,0
1,SSS,London,Member,0,0,0,1580,6.661103179,0
1,SSS,East Midlands,Target,0,0,0,1580,0,0
1,ITS,East Midlands,Target,0,0,0,1580,0,0
0,ITS,West Midlands,Target,0,0,0,1253,0,0
0,ITS,North West,Target,0,0,0,588,0,0
0,ITS,East of England,Target,0,0,0,218,0,0
1,DTS,London,Target,0,0,0,1580,0,0
0,FSS,London,Target,0,0,0,1580,0,0
0,ITS,East of England,Target,0,0,0,554,0,0
1,SSS,South East,Target,0,0,0,1580,0,0
0,SSS,London,Member,0,0,0,1580,8.517393171,0
0,DTS,East of England,Target,0,0,0,141,0,0
0,SSS,South East,Target,0,0,0,1580,0,0
0,FSS,South East,Target,0,65,41,356,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,SSS,South West,Target,0,0,0,1328,0,0
0,SSS,Scotland,Target,0,0,0,1580,0,0
0,SSS,East of England,Target,0,0,0,44,0,0
0,ITS,South West,Target,0,0,0,1580,0,0
0,SSS,North West,Target,0,0,0,1580,0,0
0,FSS,London,Target,0,0,0,97,0,0
1,SSS,Northern Ireland,Target,0,0,0,1580,0,0
0,ITS,South East,Target,0,0,0,27,0,0
0,DTS,London,Target,0,0,0,844,0,0
0,DTS,North East,Target,0,0,0,399,0,0
0,SSS,London,Member,0,0,0,1580,9.673122992,0
0,FSS,South East,Target,0,0,0,1580,0,0
0,SSS,West Midlands,Member,0,0,0,245,8.006700845,0
0,ITS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
0,DTS,West Midlands,Target,0,0,0,230,0,0
0,SSS,West Midlands,Target,0,0,0,76,0,0
0,ITS,East of England,Target,0,0,0,1580,0,0
0,SSS,London,Target,0,0,0,8,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,SSS,North West,Target,0,0,0,26,0,0
1,SSS,South East,Target,0,0,0,1580,0,0
1,SSS,London,Member,0,0,0,1580,8.632591163,0
0,ITS,West Midlands,Target,0,0,0,52,0,0
0,SSS,South East,Target,0,0,0,90,0,0
0,ITS,East of England,Target,0,0,0,1580,0,0
0,ITS,East of England,Target,0,0,0,718,0,0
0,SSS,East Midlands,Target,0,0,0,1013,0,0
0,ITS,North West,Target,0,0,0,1580,0,0
1,ITS,Scotland,Member,0,0,0,1580,7.763308258,0
1,DTS,Scotland,Target,0,0,0,1580,0,0
0,ITS,East Midlands,Target,0,0,0,1580,0,0
0,SSS,South West,Target,0,0,0,968,0,0
0,SSS,London,Target,0,0,0,300,0,0
0,SSS,London,Target,0,0,0,1580,0,0
0,SSS,South East,Target,0,0,0,382,0,0
0,SSS,London,Target,0,0,0,408,0,0
1,SSS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
0,SSS,East Midlands,Target,0,0,0,97,0,0
0,DTS,London,Target,0,0,0,856,0,0
0,ITS,South East,Target,0,0,0,1564,0,0
0,SSS,London,Target,0,0,0,56,0,0
0,DTS,Thames Valley,Target,0,0,0,53,0,0
1,SSS,South West,Target,0,0,0,1580,0,0
1,ITS,Northern Ireland,Target,0,0,0,1580,0,0
1,ITS,East Midlands,Member,0,0,0,1580,9.15363906,0
1,DTS,South West,Member,0,0,0,1580,8.799682806,0
0,SSS,South West,Target,0,0,0,1580,0,0
0,ITS,East of England,Target,0,0,0,1559,0,0
1,SSS,West Midlands,Target,0,0,0,1580,0,0
1,SSS,London,Target,0,0,0,1580,0,0
1,DTS,East of England,Target,0,0,0,1580,0,0
1,SSS,South East,Target,0,0,0,1580,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,ITS,East of England,Target,0,0,0,81,0,0
1,ITS,West Midlands,Member,0,0,0,1580,9.313655247,0
1,ITS,Thames Valley,Target,0,0,0,1580,0,0
0,SSS,East Midlands,Target,0,0,0,139,0,0
1,SSS,London,Member,0,0,0,1580,9.979978113,0
0,SSS,Northern Ireland,Member,0,0,0,1580,8.538880316,0
1,ITS,West Midlands,Target,0,0,0,1580,0,0
0,SSS,South East,Target,0,0,0,85,0,0
0,SSS,South East,Target,0,0,0,56,0,0
0,FSS,London,Target,0,0,0,1209,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,SSS,North West,Target,0,0,0,108,0,0
1,SSS,South East,Target,0,0,0,1580,0,0
0,DTS,London,Target,0,0,0,1504,0,0
0,FSS,London,Target,0,0,0,1580,0,0
0,ITS,Scotland,Target,0,0,0,252,0,0
0,ITS,South East,Target,0,0,0,602,0,0
0,FSS,Northern Ireland,Target,0,0,0,21,0,0
1,SSS,Scotland,Target,0,0,0,1580,0,0
0,DTS,,Target,0,0,0,43,0,0
0,FSS,East of England,Target,0,0,0,1580,0,0
1,ITS,West Midlands,Target,0,0,0,1580,0,0
1,ITS,West Midlands,Member,0,0,0,1580,10.97942691,0
1,SSS,North West,Target,0,0,0,1580,0,0
0,ITS,Thames Valley,Target,0,0,0,1053,0,0
0,SSS,East of England,Target,0,0,0,556,0,0
0,SSS,London,Target,0,0,0,1580,0,0
1,SSS,London,Target,0,0,0,1580,0,0
1,ITS,East Midlands,Target,0,0,0,1580,0,0
0,DTS,Yorkshire & the Humber,Target,0,0,0,161,0,0
0,SSS,London,Member,0,0,0,686,8.333911974,0
0,ITS,Thames Valley,Target,0,0,0,335,0,0
1,ITS,London,Member,0,0,0,1580,9.664659134,0
0,SSS,London,Target,0,0,0,873,0,0
1,SSS,West Midlands,Target,0,0,0,1580,0,0
0,FSS,East of England,Target,0,0,0,93,0,0
1,DTS,London,Member,0,0,0,1580,7.389897437,0
1,ITS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
0,ITS,South West,Target,0,0,0,44,0,0
0,SSS,London,Target,0,0,0,1544,0,0
0,ITS,North West,Target,0,0,0,633,0,0
0,FSS,Scotland,Target,0,0,0,95,0,0
0,ITS,London,Target,0,0,0,386,0,0
0,SSS,East of England,Target,0,0,0,1580,0,0
1,ITS,East Midlands,Target,0,0,0,1580,0,0
0,DTS,South West,Target,0,0,0,52,0,0
0,ITS,South East,Target,0,0,0,1088,0,0
0,ITS,North East,Target,0,0,0,1580,0,0
1,ITS,West Midlands,Target,0,0,0,1580,0,0
1,ITS,London,Target,0,0,0,1580,0,0
0,FSS,West Midlands,Target,0,0,0,1580,0,0
1,SSS,Northern Ireland,Target,0,0,0,1580,0,0
1,SSS,Northern Ireland,Target,0,0,0,1580,0,0
0,DTS,Scotland,Target,1,104,125,1580,0,0
0,FSS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
0,SSS,Scotland,Target,0,0,0,69,0,0
0,SSS,London,Target,0,0,0,1580,0,0
0,FSS,East Midlands,Target,0,0,0,1580,0,0
0,ITS,West Midlands,Target,0,0,0,1580,0,0
0,SSS,London,Target,0,0,0,1580,0,0
1,SSS,North East,Member,0,0,0,1580,7.740625271,0
1,SSS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
0,ITS,South West,Target,0,0,0,19,0,0
0,SSS,North West,Target,0,0,0,1580,0,0
0,ITS,South East,Target,0,0,0,56,0,0
0,DTS,South West,Target,0,0,0,1580,0,0
0,ITS,West Midlands,Target,0,0,0,105,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,SSS,London,Target,0,0,0,1580,0,0
1,SSS,Northern Ireland,Target,0,0,0,1580,0,0
0,SSS,Yorkshire & the Humber,Member,1,207,6,1580,10.14580648,0
1,ITS,West Midlands,Member,0,0,0,1580,9.594139117,0
1,SSS,London,Target,0,0,0,1580,0,0
0,SSS,London,Target,0,0,0,6,0,0
0,FSS,London,Member,0,222,0,1580,10.26595573,0
0,ITS,South East,Target,0,0,0,1580,0,0
0,DTS,North West,Target,0,0,0,51,0,0
0,ITS,East of England,Target,0,0,0,1580,0,0
0,DTS,East of England,Target,0,0,0,1580,0,0
0,ITS,Scotland,Target,0,0,0,1580,0,0
0,SSS,South East,Target,0,0,0,1580,0,0
0,ITS,East Midlands,Member,0,0,0,1580,8.794400596,0
0,ITS,East of England,Target,0,0,0,1391,0,0
0,DTS,East of England,Target,0,0,0,1559,0,0
1,SSS,London,Member,0,0,0,1580,8.677454875,0
0,SSS,South West,Target,0,0,0,1580,0,0
0,SSS,East of England,Target,0,0,0,140,0,0
0,SSS,London,Target,0,0,0,1580,0,0
1,SSS,Wales,Member,0,0,0,1580,7.208620693,0
0,SSS,Northern Ireland,Target,0,0,0,893,0,0
0,DTS,North East,Target,0,0,0,257,0,0
1,DTS,Scotland,Target,0,0,0,1580,0,0
0,ITS,Wales,Target,0,0,0,322,0,0
0,ITS,East of England,Target,0,0,0,157,0,0
1,ITS,South East,Target,0,0,0,1580,0,0
0,DTS,East of England,Target,0,0,0,523,0,0
1,SSS,East of England,Target,0,0,0,1580,0,0
0,SSS,South East,Target,0,0,0,1580,0,0
0,SSS,West Midlands,Target,0,0,0,75,0,0
0,SSS,London,Target,0,0,0,953,0,0
1,ITS,Thames Valley,Target,0,0,0,1580,0,0
0,SSS,South East,Target,0,0,0,95,0,0
1,SSS,North West,Target,0,0,0,1580,0,0
0,FSS,London,Target,0,0,0,1580,0,0
0,FSS,Scotland,Target,0,0,0,1580,0,0
0,SSS,South West,Target,0,0,0,223,0,0
1,SSS,East of England,Member,0,0,0,1580,6.844200274,0
0,ITS,Wales,Target,0,0,0,1043,0,0
0,ITS,Yorkshire & the Humber,Target,0,0,0,783,0,0
0,FSS,London,Target,0,0,0,15,0,0
1,SSS,South East,Target,0,0,0,1580,0,0
0,ITS,London,Target,0,0,0,134,0,0
0,ITS,Wales,Target,0,0,0,67,0,0
0,ITS,West Midlands,Member,0,0,0,971,9.594139117,0
0,SSS,East Midlands,Target,0,0,0,235,0,0
1,DTS,London,Target,0,0,0,1580,0,0
1,ITS,North West,Target,0,0,0,1580,0,0
0,SSS,South West,Target,0,0,0,146,0,0
0,FSS,West Midlands,Target,0,0,0,35,0,0
1,SSS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
0,ITS,North West,Target,0,0,0,1580,0,0
1,ITS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
0,DTS,North West,Target,0,0,0,49,0,0
1,SSS,North West,Target,0,0,0,1580,0,0
0,FSS,London,Target,0,0,0,1580,0,0
1,ITS,London,Member,0,0,0,1580,10.63881237,0
1,SSS,West Midlands,Member,0,0,0,1580,9.729693533,0
0,ITS,Yorkshire & the Humber,Target,0,0,0,223,0,0
0,ITS,Wales,Member,0,0,0,1106,8.142016716,0
1,ITS,Scotland,Target,0,0,0,1580,0,0
0,ITS,North East,Target,0,0,0,1580,0,0
0,SSS,North West,Member,0,0,0,1580,8.478192974,0
0,FSS,Wales,Target,0,0,0,1580,0,0
0,FSS,South East,Target,0,0,0,15,0,0
0,DTS,Yorkshire & the Humber,Target,0,0,0,1580,0,0
0,FSS,London,Target,0,0,0,1580,0,0
1,DTS,East Midlands,Target,0,0,0,1580,0,0
1,ITS,Thames Valley,Member,0,0,0,1580,10.99539407,0
0,DTS,North West,Target,0,0,0,203,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,SSS,Yorkshire & the Humber,Target,0,0,0,54,0,0
1,ITS,East of England,Target,0,0,0,1580,0,0
0,ITS,West Midlands,Target,0,0,0,1580,0,0
0,FSS,South West,Target,0,0,0,22,0,0
0,SSS,London,Target,0,0,0,260,0,0
0,FSS,London,Target,0,0,0,1580,0,0
1,SSS,East of England,Member,0,0,0,1580,9.85756612,0
0,ITS,Northern Ireland,Target,0,0,0,1580,0,0
0,ITS,Yorkshire & the Humber,Target,0,0,0,901,0,0
0,DTS,East of England,Target,0,0,0,144,0,0
1,ITS,East of England,Target,0,0,0,1580,0,0
0,DTS,West Midlands,Target,0,0,0,563,0,0
0,FSS,North West,Target,0,0,0,119,0,0
1,ITS,South East,Member,0,0,0,1580,10.57206639,0
0,ITS,North West,Target,0,0,0,1580,0,0
0,ITS,Wales,Member,0,0,0,1509,7.67971364,0
0,ITS,West Midlands,Target,0,0,0,1580,0,0
0,SSS,East of England,Target,0,0,0,43,0,0
1,SSS,London,Target,0,0,0,1580,0,0
0,SSS,London,Target,0,0,0,930,0,0
1,ITS,North East,Member,0,0,0,1580,9.365739415,0
0,ITS,Wales,Target,0,0,0,1580,0,0
0,SSS,West Midlands,Target,0,0,0,1580,0,0
0,SSS,East of England,Member,0,256,1,1580,10.00290927,0
1,SSS,Northern Ireland,Target,0,0,0,1580,0,0
0,DTS,London,Target,0,0,0,1580,0,0
1,DTS,London,Target,0,0,0,1580,0,0
0,ITS,West Midlands,Target,0,0,0,372,0,0
0,FSS,South East,Target,0,0,0,95,0,0
0,ITS,South West,Target,0,0,0,3,0,0
0,SSS,London,Target,0,0,0,1580,0,0
0,SSS,Thames Valley,Target,0,0,0,19,0,0
0,SSS,South West,Target,0,0,0,47,0,0
0,ITS,Yorkshire & the Humber,Member,0,0,0,1580,8.784129297,0
1,SSS,Wales,Target,0,0,0,1580,0,0
0,DTS,West Midlands,Target,0,0,0,95,0,0
0,SSS,East Midlands,Target,0,0,0,1580,0,0
0,ITS,West Midlands,Target,0,0,0,101,0,0
